     40.   .827E-03   .987E-04   .119E+00
     80.   .824E-03   .983E-04   .119E+00
    120.   .820E-03   .979E-04   .119E+00
    160.   .817E-03   .975E-04   .119E+00
    200.   .813E-03   .971E-04   .119E+00
    240.   .810E-03   .967E-04   .119E+00
    280.   .807E-03   .963E-04   .119E+00
    320.   .803E-03   .959E-04   .119E+00
    360.   .800E-03   .955E-04   .119E+00
    400.   .797E-03   .951E-04   .119E+00
    440.   .794E-03   .947E-04   .119E+00
    480.   .790E-03   .943E-04   .119E+00
    520.   .787E-03   .939E-04   .119E+00
    560.   .784E-03   .936E-04   .119E+00
    600.   .781E-03   .932E-04   .119E+00
    640.   .778E-03   .928E-04   .119E+00
    680.   .774E-03   .924E-04   .119E+00
    720.   .771E-03   .921E-04   .119E+00
    760.   .768E-03   .917E-04   .119E+00
    800.   .765E-03   .913E-04   .119E+00
    840.   .762E-03   .910E-04   .119E+00
    880.   .759E-03   .906E-04   .119E+00
    920.   .756E-03   .902E-04   .119E+00
    960.   .753E-03   .899E-04   .119E+00
   1000.   .750E-03   .895E-04   .119E+00
   1040.   .747E-03   .892E-04   .119E+00
   1080.   .744E-03   .888E-04   .119E+00
   1120.   .741E-03   .885E-04   .119E+00
   1160.   .738E-03   .881E-04   .119E+00
   1200.   .736E-03   .878E-04   .119E+00
   1240.   .733E-03   .875E-04   .119E+00
   1280.   .730E-03   .871E-04   .119E+00
   1320.   .727E-03   .868E-04   .119E+00
   1360.   .724E-03   .864E-04   .119E+00
   1400.   .721E-03   .861E-04   .119E+00
   1440.   .719E-03   .858E-04   .119E+00
   1480.   .716E-03   .855E-04   .119E+00
   1520.   .713E-03   .851E-04   .119E+00
   1560.   .711E-03   .848E-04   .119E+00
   1600.   .708E-03   .845E-04   .119E+00
   1640.   .705E-03   .842E-04   .119E+00
   1680.   .702E-03   .839E-04   .119E+00
   1720.   .700E-03   .835E-04   .119E+00
   1760.   .697E-03   .832E-04   .119E+00
   1800.   .695E-03   .829E-04   .119E+00
   1840.   .692E-03   .826E-04   .119E+00
   1880.   .689E-03   .823E-04   .119E+00
   1920.   .687E-03   .820E-04   .119E+00
   1960.   .684E-03   .817E-04   .119E+00
   2000.   .682E-03   .814E-04   .119E+00
   2040.   .679E-03   .811E-04   .119E+00
   2080.   .677E-03   .808E-04   .119E+00
   2120.   .674E-03   .805E-04   .119E+00
   2160.   .672E-03   .802E-04   .119E+00
   2200.   .669E-03   .799E-04   .119E+00
   2240.   .667E-03   .796E-04   .119E+00
   2280.   .665E-03   .793E-04   .119E+00
   2320.   .662E-03   .790E-04   .119E+00
   2360.   .660E-03   .788E-04   .119E+00
   2400.   .657E-03   .785E-04   .119E+00
   2440.   .655E-03   .782E-04   .119E+00
   2480.   .653E-03   .779E-04   .119E+00
   2520.   .650E-03   .776E-04   .119E+00
   2560.   .648E-03   .774E-04   .119E+00
   2600.   .646E-03   .771E-04   .119E+00
   2640.   .644E-03   .768E-04   .119E+00
   2680.   .641E-03   .765E-04   .119E+00
   2720.   .639E-03   .763E-04   .119E+00
   2760.   .637E-03   .760E-04   .119E+00
   2800.   .635E-03   .757E-04   .119E+00
   2840.   .632E-02   .755E-04   .119E+00
   2880.   .630E-01   .752E-04   .119E+00
   2920.   .61        .750E-04   .119E+00
   2960.   .626       .747E-04   .119E+00
   3000.   1.         .744E-04   .119E+00
   3040.   .626       .742E-04   .119E+00
   3080.   .61        .739E-04   .119E+00
   3120.   .617E-01   .737E-04   .119E+00
   3160.   .615E-02   .734E-04   .119E+00
   3200.   .613E-03   .732E-04   .119E+00
   3240.   .611E-03   .729E-04   .119E+00
   3280.   .609E-03   .727E-04   .119E+00
   3320.   .607E-03   .724E-04   .119E+00
   3360.   .605E-03   .722E-04   .119E+00
   3400.   .603E-03   .719E-04   .119E+00
   3440.   .601E-03   .717E-04   .119E+00
   3480.   .599E-03   .715E-04   .119E+00
   3520.   .597E-03   .712E-04   .119E+00
   3560.   .595E-03   .710E-04   .119E+00
   3600.   .593E-03   .707E-04   .119E+00
   3640.   .591E-03   .705E-04   .119E+00
   3680.   .589E-03   .703E-04   .119E+00
   3720.   .587E-03   .700E-04   .119E+00
   3760.   .585E-03   .698E-04   .119E+00
   3800.   .583E-03   .696E-04   .119E+00
   3840.   .581E-03   .694E-04   .119E+00
   3880.   .579E-03   .691E-04   .119E+00
   3920.   .577E-03   .689E-04   .119E+00
   3960.   .575E-03   .687E-04   .119E+00
   4000.   .574E-03   .685E-04   .119E+00
